Card ID,Card Name,Expansion,Collection Number,Category,Pokemon Stage,Previous Stage,HP,Energy Type,Trainer Type,Rule,Weakness,Resistance,Retreat Cost,Move 1 Name,Move 1 Energy Cost,Move 1 Damage,Move 1 Effect,Move 2 Name,Move 2 Energy Cost,Move 2 Damage,Move 2 Effect,Ability Name,Ability Effect,Explanation / Synergy Tag
PKMN-10104,Poliwhirl,Brilliant Stars,166/198,Pokemon,Stage 1,Poliwag,110,Water,,,Lightning x2,None,2,Hydro Pump,2 W,80,Discard an Energy from this Pokemon to deal 30 more damage.,,,,,Inconspicuous,,Stage 1 pivot & engine bridge for Poliwhirl lineup.
PKMN-10105,Poliwrath,Brilliant Stars,055/198,Pokemon,Stage 2,Poliwhirl,180,Water,,,Lightning x2,None,3,Hydro Pump,2 W 1 C,120,,Water Gun,,180,,,,Stage 2 heavy attacker / archetype anchor Poliwrath.
PKMN-10106,Politoed,Brilliant Stars,060/198,Pokemon,Stage 2,Poliwhirl,280,Water,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,None,2,Water Gun,2 W,240,,Water Gun,,,,,,Meta tier-1 rule-box flagship Politoed.
PKMN-10107,Magikarp,Pokemon 151,004/198,Pokemon,Basic,,70,Water,,,Lightning x2,None,3,Hydro Pump,1 W,10,,Water Gun,2 W,40,,,,Standard basic Water starter for Magikarp evolution tree.
PKMN-10108,Gyarados,Pokemon 151,122/198,Pokemon,Stage 1,Magikarp,120,Water,,,Lightning x2,None,3,Ice Beam,2 W,50,,Rain Splash,3 W,,,,,Stage 1 pivot & engine bridge for Gyarados lineup.
PKMN-10109,Gyarados ex,Pokemon 151,118/198,Pokemon,Stage 1,Magikarp,330,Water,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,3,Hydro Pump,2 W,160,,,,220,,,,Meta tier-1 rule-box flagship Gyarados ex.
PKMN-10110,Lapras,Vivid Voltage,083/198,Pokemon,Basic,,90,Water,,,Lightning x2,None,2,Aqua Tail,1 W,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Aqua Tail,,40,,,,Standard basic Water starter for Lapras evolution tree.
PKMN-10111,Lapras ex,Vivid Voltage,130/198,Pokemon,Basic,,320,Grass,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,2,Aqua Tail,2 W,280,,Wave Splash,,260,,,,Meta tier-1 rule-box flagship Lapras ex.
PKMN-10112,Vaporeon,Darkness Ablaze,103/198,Pokemon,Basic,,80,Water,,,Lightning x2,None,2,Ice Beam,1 W,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Blizzard,,30,,,,Standard basic Water starter for Vaporeon evolution tree.
PKMN-10113,Vaporeon VMAX,Darkness Ablaze,024/198,Pokemon,Basic,,220,Water,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,None,2,Aqua Tail,2 W,220,,Ice Beam,,,,,,Meta tier-1 rule-box flagship Vaporeon VMAX.
PKMN-10114,Totodile,Evolving Skies,172/198,Pokemon,Basic,,50,Water,,,Lightning x2,None,2,Wave Splash,1 W,20,,,,,,,,Standard basic Water starter for Totodile evolution tree.
PKMN-10115,Croconaw,Evolving Skies,154/198,Pokemon,Stage 1,Totodile,110,Water,,,Lightning x2,None,2,Ice Beam,2 W,50,,Blizzard,3 W,100,,,,Stage 1 pivot & engine bridge for Croconaw lineup.
PKMN-10116,Feraligatr,Evolving Skies,196/198,Pokemon,Stage 2,Croconaw,160,Water,,,Lightning x2,None,3,Rain Splash,2 W 1 C,140,,,,,,,,Stage 2 heavy attacker / archetype anchor Feraligatr.
PKMN-10117,Mudkip,Scarlet & Violet Base,008/198,Pokemon,Basic,,60,Water,,,Lightning x2,None,3,Rain Splash,1 W,20,,Cascade Strike,2 W,30,,,,Standard basic Water starter for Mudkip evolution tree.
PKMN-10118,Marshtomp,Scarlet & Violet Base,037/198,Pokemon,Stage 1,Mudkip,90,Water,,,Lightning x2,None,3,Aqua Tail,2 W,60,,Water Gun,3 W,,,,,Stage 1 pivot & engine bridge for Marshtomp lineup.
PKMN-10119,Swampert,Scarlet & Violet Base,146/198,Pokemon,Stage 2,Marshtomp,180,Water,,,Lightning x2,None,4,Aqua Tail,2 W 1 C,120,This attack does 30 damage to each of your opponent's Benched Pokemon.,,3 W,220,,,,Stage 2 heavy attacker / archetype anchor Swampert.
PKMN-10120,Swampert ex,Scarlet & Violet Base,070/198,Pokemon,Stage 2,Marshtomp,230,Water,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,3,Wave Splash,2 W,160,,Aqua Tail,3 W,,,,,Meta tier-1 rule-box flagship Swampert ex.
PKMN-10121,Froakie,Lost Origin,057/198,Pokemon,Basic,,80,Water,,,Lightning x2,None,1,Cascade Strike,1 W,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Hydro Pump,,,,,,Standard basic Water starter for Froakie evolution tree.
PKMN-10122,Frogadier,Lost Origin,031/198,Pokemon,Stage 1,Froakie,90,Water,,,Lightning x2,None,1,Blizzard,2 W,80,Discard an Energy from this Pokemon to deal 30 more damage.,Bubble Beam,,,,,,Stage 1 pivot & engine bridge for Frogadier lineup.
PKMN-10123,Greninja,Lost Origin,019/198,Pokemon,Stage 2,Frogadier,170,Water,,,Lightning x2,None,2,Hydro Pump,2 W 1 C,180,This attack does 30 damage to each of your opponent's Benched Pokemon.,,,,,,,Stage 2 heavy attacker / archetype anchor Greninja.
PKMN-10124,Greninja ex,Lost Origin,030/198,Pokemon,Stage 2,Frogadier,310,Water,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,1,Hydro Pump,2 W,200,,Rain Splash,3 W,,,,,Meta tier-1 rule-box flagship Greninja ex.
PKMN-10125,Quaxly,Darkness Ablaze,112/198,Pokemon,Basic,,90,Water,,,Lightning x2,None,2,Aqua Tail,1 W,20,,Bubble Beam,2 W,40,,,"Once during your turn, you may draw 1 card.",Standard basic Water starter for Quaxly evolution tree.
PKMN-10126,Quaxwell,Darkness Ablaze,163/198,Pokemon,Stage 1,Quaxly,90,Water,,,Lightning x2,None,2,Wave Splash,2 W,60,,Water Gun,3 W,80,,Inconspicuous,,Stage 1 pivot & engine bridge for Quaxwell lineup.
PKMN-10127,Quaquaval,Darkness Ablaze,040/198,Pokemon,Stage 2,Quaxwell,140,Water,,,Lightning x2,None,3,Water Gun,2 W 1 C,180,,,,,,,,Stage 2 heavy attacker / archetype anchor Quaquaval.
PKMN-10128,Quaquaval ex,Darkness Ablaze,083/198,Pokemon,Stage 2,Quaxwell,330,Water,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,2,Ice Beam,2 W,180,,Blizzard,3 W,260,,,,Meta tier-1 rule-box flagship Quaquaval ex.
PKMN-10129,Chien-Pao,Sword & Shield Base,080/198,Pokemon,Basic,,80,Water,,,Metal x2,None,1,Wave Splash,1 W,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Aqua Tail,2 W,,,,"Once during your turn, you may draw 1 card.",Standard basic Water starter for Chien-Pao evolution tree.
PKMN-10130,Chien-Pao ex,Sword & Shield Base,099/198,Pokemon,Basic,,310,Water,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Metal x2,None,1,Rain Splash,2 W,240,,,,300,,,,Meta tier-1 rule-box flagship Chien-Pao ex.
PKMN-10131,Baxcalibur,Surging Sparks,129/198,Pokemon,Basic,,60,Water,,,Metal x2,None,2,Rain Splash,1 W,10,,,,,,Baxcalibur's Intuition,,Standard basic Water starter for Baxcalibur evolution tree.
PKMN-10132,Arctibax,Surging Sparks,011/198,Pokemon,Stage 1,Baxcalibur,100,Water,,,Metal x2,None,2,Blizzard,2 W,80,,,3 W,,,,,Stage 1 pivot & engine bridge for Arctibax lineup.
PKMN-10133,Frigibax,Surging Sparks,087/198,Pokemon,Stage 2,Arctibax,180,Water,,,Metal x2,None,3,Hydro Pump,2 W 1 C,160,This attack does 30 damage to each of your opponent's Benched Pokemon.,Tidal Wave,3 W,,,,,Stage 2 heavy attacker / archetype anchor Frigibax.
PKMN-10134,Wellspring Mask Ogerpon,Paradox Rift,150/198,Pokemon,Basic,,60,Water,,,Lightning x2,None,1,Ice Beam,1 W,20,,,,50,,,,Standard basic Water starter for Wellspring Mask Ogerpon evolution tree.
PKMN-10135,Ogerpon ex,Paradox Rift,085/198,Pokemon,Basic,,230,Water,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,1,Wave Splash,2 W,160,,,3 W,260,,,,Meta tier-1 rule-box flagship Ogerpon ex.
PKMN-10136,Walking Wake,Temporal Forces,050/198,Pokemon,Basic,,60,Water,,,Lightning x2,None,1,Ice Beam,1 W,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Blizzard,,50,,,,Standard basic Water starter for Walking Wake evolution tree.
PKMN-10137,Walking Wake ex,Temporal Forces,087/198,Pokemon,Basic,,320,Dragon,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,1,Rain Splash,2 W,220,,Water Gun,,,,,,Meta tier-1 rule-box flagship Walking Wake ex.
PKMN-10138,Lugia,Paldean Fates,106/198,Pokemon,Basic,,70,Colorless,,,Lightning x2,Fighting -30,2,Quick Search,1 C,30,,,,,,,"Once during your turn, you may draw 1 card.",Standard basic Colorless starter for Lugia evolution tree.
PKMN-10139,Lugia VSTAR,Paldean Fates,062/198,Pokemon,Basic,,280,Colorless,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,Fighting -30,2,Quick Search,2 C,180,,Swift,,260,,,,Meta tier-1 rule-box flagship Lugia VSTAR.
PKMN-10140,Kyogre,Chilling Reign,042/198,Pokemon,Basic,,60,Water,,,Lightning x2,None,3,Wave Splash,1 W,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Tidal Wave,,,,,"Once during your turn, you may draw 1 card.",Standard basic Water starter for Kyogre evolution tree.
PKMN-10141,Kyogre V,Chilling Reign,133/198,Pokemon,Basic,,220,Water,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,None,3,Cascade Strike,2 W,160,,,3 W,,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Kyogre V.
PKMN-10142,Palkia,Darkness Ablaze,116/198,Pokemon,Basic,,70,Water,,,Lightning x2,None,2,Aqua Tail,1 W,10,,Bubble Beam,2 W,30,,,"Once during your turn, you may draw 1 card.",Standard basic Water starter for Palkia evolution tree.
PKMN-10143,Origin Forme Palkia VSTAR,Darkness Ablaze,026/198,Pokemon,Basic,,330,Water,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,None,2,Ice Beam,2 W,180,,Cascade Strike,,220,,,,Meta tier-1 rule-box flagship Origin Forme Palkia VSTAR.
PKMN-10144,Finizen,Battle Styles,002/198,Pokemon,Basic,,50,Water,,,Lightning x2,None,2,Blizzard,1 W,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,2 W,,,,"Once during your turn, you may draw 1 card.",Standard basic Water starter for Finizen evolution tree.
PKMN-10145,Palafin,Battle Styles,074/198,Pokemon,Stage 1,Finizen,100,Water,,,Lightning x2,None,2,Cascade Strike,2 W,50,Discard an Energy from this Pokemon to deal 30 more damage.,Rain Splash,3 W,90,,,,Stage 1 pivot & engine bridge for Palafin lineup.
PKMN-10146,Palafin ex,Battle Styles,132/198,Pokemon,Stage 1,Finizen,320,Fairy,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,2,Water Gun,2 W,200,,Rain Splash,3 W,,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Palafin ex.
PKMN-10147,Tatsugiri,Lost Origin,093/198,Pokemon,Basic,,50,Dragon,,,None,None,1,Dragon Pulse,1 D,30,,,2 D,40,,Tatsugiri's Intuition,,Standard basic Dragon starter for Tatsugiri evolution tree.
PKMN-10148,Dondozo,Sword & Shield Base,092/198,Pokemon,Basic,,50,Water,,,Lightning x2,None,4,Cascade Strike,1 W,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,2 W,40,,Dondozo's Intuition,,Standard basic Water starter for Dondozo evolution tree.
PKMN-10149,Dondozo,Sword & Shield Base,087/198,Pokemon,Basic,,330,Water,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,None,4,Water Gun,2 W,280,,Blizzard,,,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Dondozo.
PKMN-10150,Pikachu,Vivid Voltage,052/198,Pokemon,Basic,,50,Lightning,,,Fighting x2,None,1,Thunderbolt,1 L,10,,Electro Ball,2 L,50,,,"Once during your turn, you may draw 1 card.",Standard basic Lightning starter for Pikachu evolution tree.
PKMN-10151,Raichu,Vivid Voltage,166/198,Pokemon,Stage 1,Pikachu,100,Lightning,,,Fighting x2,None,1,Electro Ball,2 L,70,,Plasma Fists,3 L,,,,,Stage 1 pivot & engine bridge for Raichu lineup.
PKMN-10152,Raichu ex,Vivid Voltage,113/198,Pokemon,Stage 1,Pikachu,310,Lightning,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,1,Plasma Fists,2 L,180,,Wild Charge,3 L,,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Raichu ex.
PKMN-10153,Magnemite,Obsidian Flames,111/198,Pokemon,Basic,,90,Lightning,,,Fighting x2,None,2,Amp You Up,1 L,10,,Thunder,2 L,,,,,Standard basic Lightning starter for Magnemite evolution tree.
PKMN-10154,Magneton,Obsidian Flames,110/198,Pokemon,Stage 1,Magnemite,100,Lightning,,,Fighting x2,None,2,Wild Charge,2 L,70,,,,,,,,Stage 1 pivot & engine bridge for Magneton lineup.
PKMN-10155,Magnezone,Obsidian Flames,164/198,Pokemon,Stage 2,Magneton,140,Lightning,,,Fighting x2,None,3,Thunder,2 L 1 C,180,,,,,,Supercharged Breaker,,Stage 2 heavy attacker / archetype anchor Magnezone.
PKMN-10156,Magnezone ex,Obsidian Flames,009/198,Pokemon,Stage 2,Magneton,230,Lightning,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,2,Thunder,2 L,180,,,3 L,300,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Magnezone ex.
PKMN-10157,Voltorb,Paradox Rift,096/198,Pokemon,Basic,,80,Lightning,,,Fighting x2,None,1,Wild Charge,1 L,10,,Plasma Fists,2 L,,,Voltorb's Intuition,"Once during your turn, you may draw 1 card.",Standard basic Lightning starter for Voltorb evolution tree.
PKMN-10158,Electrode,Paradox Rift,189/198,Pokemon,Stage 1,Voltorb,100,Lightning,,,Fighting x2,None,1,Wild Charge,2 L,80,,Electro Ball,,100,,,,Stage 1 pivot & engine bridge for Electrode lineup.
PKMN-10159,Electrode ex,Paradox Rift,126/198,Pokemon,Stage 1,Voltorb,230,Lightning,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,1,Thunder,2 L,180,,,3 L,,,,,Meta tier-1 rule-box flagship Electrode ex.
PKMN-10160,Electabuzz,Obsidian Flames,182/198,Pokemon,Basic,,50,Lightning,,,Fighting x2,None,3,Plasma Fists,1 L,30,,,,,,,,Standard basic Lightning starter for Electabuzz evolution tree.
PKMN-10161,Electivire,Obsidian Flames,093/198,Pokemon,Stage 1,Electabuzz,130,Lightning,,,Fighting x2,None,3,Spark,2 L,50,,,3 L,90,,,,Stage 1 pivot & engine bridge for Electivire lineup.
PKMN-10162,Electivire ex,Obsidian Flames,142/198,Pokemon,Stage 1,Electabuzz,230,Lightning,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,3,Lightning Strike,2 L,160,,Amp You Up,,,,,,Meta tier-1 rule-box flagship Electivire ex.
PKMN-10163,Jolteon,Darkness Ablaze,033/198,Pokemon,Basic,,70,Lightning,,,Fighting x2,None,1,Lightning Strike,1 L,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Thunder,2 L,50,,,"Once during your turn, you may draw 1 card.",Standard basic Lightning starter for Jolteon evolution tree.
PKMN-10164,Jolteon VMAX,Darkness Ablaze,034/198,Pokemon,Basic,,310,Lightning,,VSTAR Rule: Opponent takes 2 Prizes.,Fighting x2,None,1,Discharge,2 L,160,,,,220,,,,Meta tier-1 rule-box flagship Jolteon VMAX.
PKMN-10165,Mareep,Silver Tempest,133/198,Pokemon,Basic,,70,Lightning,,,Fighting x2,None,2,Spark,1 L,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,2 L,40,,,"Once during your turn, you may draw 1 card.",Standard basic Lightning starter for Mareep evolution tree.
PKMN-10166,Flaaffy,Silver Tempest,165/198,Pokemon,Stage 1,Mareep,100,Lightning,,,Fighting x2,None,2,Lightning Strike,2 L,60,Discard an Energy from this Pokemon to deal 30 more damage.,,,100,,Inconspicuous,,Stage 1 pivot & engine bridge for Flaaffy lineup.
PKMN-10167,Ampharos,Silver Tempest,008/198,Pokemon,Stage 2,Flaaffy,140,Lightning,,,Fighting x2,None,3,Thunderbolt,2 L 1 C,160,,,,,,,,Stage 2 heavy attacker / archetype anchor Ampharos.
PKMN-10168,Ampharos ex,Silver Tempest,078/198,Pokemon,Stage 2,Flaaffy,310,Fairy,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,2,Amp You Up,2 L,200,,Thunderbolt,3 L,260,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Ampharos ex.
PKMN-10169,Shinx,Brilliant Stars,184/198,Pokemon,Basic,,70,Lightning,,,Fighting x2,None,1,Volt Tackle,1 L,30,,Plasma Fists,2 L,,,,"Once during your turn, you may draw 1 card.",Standard basic Lightning starter for Shinx evolution tree.
PKMN-10170,Luxio,Brilliant Stars,062/198,Pokemon,Stage 1,Shinx,120,Lightning,,,Fighting x2,None,1,Thunder,2 L,70,,Thunderbolt,3 L,100,,,,Stage 1 pivot & engine bridge for Luxio lineup.
PKMN-10171,Luxray,Brilliant Stars,041/198,Pokemon,Stage 2,Luxio,160,Lightning,,,Fighting x2,None,2,Lightning Strike,2 L 1 C,160,This attack does 30 damage to each of your opponent's Benched Pokemon.,Discharge,,,,,"Once during your turn, you may attach 1 Basic Energy from your hand to this Pokemon.",Stage 2 heavy attacker / archetype anchor Luxray.
PKMN-10172,Luxray ex,Brilliant Stars,118/198,Pokemon,Stage 2,Luxio,230,Lightning,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,1,Spark,2 L,240,,Thunderbolt,3 L,,,,,Meta tier-1 rule-box flagship Luxray ex.
PKMN-10173,Pawmi,Lost Origin,138/198,Pokemon,Basic,,50,Lightning,,,Fighting x2,None,1,Wild Charge,1 L,10,,,,,,,,Standard basic Lightning starter for Pawmi evolution tree.
PKMN-10174,Pawmo,Lost Origin,146/198,Pokemon,Stage 1,Pawmi,130,Lightning,,,Fighting x2,None,1,Spark,2 L,70,,Discharge,3 L,,,,,Stage 1 pivot & engine bridge for Pawmo lineup.
PKMN-10175,Pawmot,Lost Origin,160/198,Pokemon,Stage 2,Pawmo,180,Lightning,,,Fighting x2,None,2,Thunder,2 L 1 C,140,,Plasma Fists,,180,,Supercharged Breaker,,Stage 2 heavy attacker / archetype anchor Pawmot.
PKMN-10176,Pawmot ex,Lost Origin,012/198,Pokemon,Stage 2,Pawmo,220,Lightning,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,1,Volt Tackle,2 L,280,,Wild Charge,,300,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Pawmot ex.
PKMN-10177,Miraidon,Brilliant Stars,101/198,Pokemon,Basic,,90,Lightning,,,Fighting x2,None,1,Plasma Fists,1 L,30,,Volt Tackle,2 L,40,,,,Standard basic Lightning starter for Miraidon evolution tree.
PKMN-10178,Miraidon ex,Brilliant Stars,095/198,Pokemon,Basic,,280,Lightning,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,1,Thunder,2 L,220,,,,,,Tandem Unit,Search deck for 2 Basic Lightning Pokemon.,Meta tier-1 rule-box flagship Miraidon ex.
PKMN-10179,Iron Hands,Scarlet & Violet Base,068/198,Pokemon,Basic,,90,Lightning,,,Fighting x2,None,4,Lightning Strike,1 L,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Wild Charge,2 L,50,,,,Standard basic Lightning starter for Iron Hands evolution tree.
PKMN-10180,Iron Hands ex,Scarlet & Violet Base,175/198,Pokemon,Basic,,230,Colorless,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,4,Lightning Strike,2 L,280,,Thunderbolt,3 L,260,,,,Meta tier-1 rule-box flagship Iron Hands ex.
PKMN-10181,Zapdos,Darkness Ablaze,121/198,Pokemon,Basic,,50,Lightning,,,Fighting x2,None,2,Discharge,1 L,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Lightning Strike,2 L,,,,,Standard basic Lightning starter for Zapdos evolution tree.
PKMN-10182,Zapdos ex,Darkness Ablaze,137/198,Pokemon,Basic,,280,Metal,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,2,Plasma Fists,2 L,280,,,,,,,,Meta tier-1 rule-box flagship Zapdos ex.
PKMN-10183,Raikou,Brilliant Stars,064/198,Pokemon,Basic,,70,Lightning,,,Fighting x2,None,1,Wild Charge,1 L,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,,,Standard basic Lightning starter for Raikou evolution tree.
PKMN-10184,Raikou V,Brilliant Stars,126/198,Pokemon,Basic,,280,Lightning,,VSTAR Rule: Opponent takes 2 Prizes.,Fighting x2,None,1,Wild Charge,2 L,200,,,,,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Raikou V.
PKMN-10185,Zeraora,Fusion Strike,102/198,Pokemon,Basic,,70,Lightning,,,Fighting x2,None,1,Discharge,1 L,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Amp You Up,,40,,,,Standard basic Lightning starter for Zeraora evolution tree.
PKMN-10186,Zeraora VSTAR,Fusion Strike,055/198,Pokemon,Basic,,230,Lightning,,VSTAR Rule: Opponent takes 2 Prizes.,Fighting x2,None,1,Discharge,2 L,200,,,,300,,,,Meta tier-1 rule-box flagship Zeraora VSTAR.
PKMN-10187,Bellibolt,Twilight Masquerade,172/198,Pokemon,Basic,,90,Lightning,,,Fighting x2,None,3,Spark,1 L,10,,Thunderbolt,2 L,,,Bellibolt's Intuition,,Standard basic Lightning starter for Bellibolt evolution tree.
PKMN-10188,Tadbulb,Twilight Masquerade,002/198,Pokemon,Stage 1,Bellibolt,130,Lightning,,,Fighting x2,None,3,Volt Tackle,2 L,80,,,3 L,,,,,Stage 1 pivot & engine bridge for Tadbulb lineup.
PKMN-10189,Bellibolt ex,Twilight Masquerade,074/198,Pokemon,Stage 1,Bellibolt,330,Colorless,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,3,Thunder,2 L,280,,,,,,,,Meta tier-1 rule-box flagship Bellibolt ex.
PKMN-10190,Abra,Paldean Fates,010/198,Pokemon,Basic,,80,Psychic,,,Darkness x2,Fighting -30,1,Dimension Door,1 P,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,30,,Abra's Intuition,,Standard basic Psychic starter for Abra evolution tree.
PKMN-10191,Kadabra,Paldean Fates,028/198,Pokemon,Stage 1,Abra,110,Psychic,,,Darkness x2,Fighting -30,1,Mind Bend,2 P,80,,,3 P,,,,,Stage 1 pivot & engine bridge for Kadabra lineup.
PKMN-10192,Alakazam,Paldean Fates,120/198,Pokemon,Stage 2,Kadabra,160,Psychic,,,Darkness x2,Fighting -30,2,Moonblast,2 P 1 C,120,,,,,,Supercharged Breaker,,Stage 2 heavy attacker / archetype anchor Alakazam.
